Year,Region,District,Cycle,Number of households,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,Facilities
2021,Western,DISTRICT273,1,2467,1465,4713,1785,837,FAC1269
2021,Western,DISTRICT273,2,4295,1835,1435,563,3775,FAC1269
2021,Western,DISTRICT273,3,4231,1930,4133,1694,3314,FAC1269
2021,Western,DISTRICT273,4,8910,987,2176,1581,3883,FAC1269
2021,Western,DISTRICT1815,1,3880,1668,3432,1058,3565,FAC850
2021,Western,DISTRICT1815,2,4578,659,4851,1184,4966,FAC850
2021,Western,DISTRICT1815,3,1895,1422,965,1105,1953,FAC850
2021,Western,DISTRICT1815,4,3879,700,915,1703,2978,FAC850
2021,Western,DISTRICT1815,1,6089,1545,2490,918,2152,FAC8982
2021,Western,DISTRICT1815,2,1601,1514,4160,1091,4890,FAC8982
2021,Western,DISTRICT1815,3,6677,829,2002,507,1237,FAC8982
2021,Western,DISTRICT1815,4,1057,502,3310,919,2661,FAC8982
2021,Savannah,DISTRICT5848,1,4533,1412,1016,1652,1641,FAC9291
2021,Savannah,DISTRICT5848,2,6323,1203,3123,1363,3667,FAC9291
2021,Savannah,DISTRICT5848,3,2600,744,4629,1475,4628,FAC9291
2021,Savannah,DISTRICT5848,4,8050,1715,1182,1555,4245,FAC9291
2021,Savannah,DISTRICT5848,1,9247,1854,4564,1530,3091,FAC4302
2021,Savannah,DISTRICT5848,2,7868,728,4288,1141,1396,FAC4302
2021,Savannah,DISTRICT5848,3,5752,1063,2564,1554,4788,FAC4302
2021,Savannah,DISTRICT5848,4,4028,1831,1190,1544,1880,FAC4302
2021,Savannah,DISTRICT2233,1,9346,1123,979,746,2676,FAC3784
2021,Savannah,DISTRICT2233,2,1386,1940,4184,1009,3064,FAC3784
2021,Savannah,DISTRICT2233,3,6741,1788,903,1756,4093,FAC3784
2021,Savannah,DISTRICT2233,4,5663,1733,1137,1979,2590,FAC3784
2021,Savannah,DISTRICT2233,1,1495,680,2611,817,2703,FAC7218
2021,Savannah,DISTRICT2233,2,1886,1265,887,971,1411,FAC7218
2021,Savannah,DISTRICT2233,3,5958,1909,2577,1057,1400,FAC7218
2021,Savannah,DISTRICT2233,4,7851,1577,4859,1764,2279,FAC7218
2021,Savannah,DISTRICT2233,1,2620,1178,907,710,3862,FAC2949
2021,Savannah,DISTRICT2233,2,4172,909,4369,1117,3582,FAC2949
2021,Savannah,DISTRICT2233,3,3944,594,3657,1769,3849,FAC2949
2021,Savannah,DISTRICT2233,4,7514,859,3378,1097,1335,FAC2949
2021,Savannah,DISTRICT2233,1,1204,610,1320,1557,2952,FAC9967
2021,Savannah,DISTRICT2233,2,8934,923,2404,845,4519,FAC9967
2021,Savannah,DISTRICT2233,3,9846,1538,843,691,1955,FAC9967
2021,Savannah,DISTRICT2233,4,1706,1830,987,855,3201,FAC9967
2021,Savannah,DISTRICT2233,1,6947,514,3635,1752,1376,FAC229
2021,Savannah,DISTRICT2233,2,8558,1113,4174,874,2290,FAC229
2021,Savannah,DISTRICT2233,3,9039,1028,3911,1027,4929,FAC229
2021,Savannah,DISTRICT2233,4,9319,1070,4878,673,4671,FAC229
2021,Savannah,DISTRICT8887,1,3109,1071,2884,817,1567,FAC2031
2021,Savannah,DISTRICT8887,2,2371,883,3848,1043,4765,FAC2031
2021,Savannah,DISTRICT8887,3,3519,646,3877,1059,4307,FAC2031
2021,Savannah,DISTRICT8887,4,8877,892,2489,624,1712,FAC2031
2021,Bono East,DISTRICT6589,1,5228,1109,1817,1478,4449,FAC4822
2021,Bono East,DISTRICT6589,2,5774,543,864,1149,3567,FAC4822
2021,Bono East,DISTRICT6589,3,2412,1639,2361,1870,4604,FAC4822
2021,Bono East,DISTRICT6589,4,1445,563,4377,1742,2549,FAC4822
2021,Bono East,DISTRICT6589,1,2559,1370,1047,1341,932,FAC9687
2021,Bono East,DISTRICT6589,2,5176,1077,3510,576,3902,FAC9687
2021,Bono East,DISTRICT6589,3,8366,1341,4988,1982,3677,FAC9687
2021,Bono East,DISTRICT6589,4,5648,1849,1540,930,1211,FAC9687
2021,Bono East,DISTRICT6589,1,9155,1786,3589,830,4446,FAC8976
2021,Bono East,DISTRICT6589,2,3127,708,4042,709,3438,FAC8976
2021,Bono East,DISTRICT6589,3,7864,683,1531,1340,4460,FAC8976
2021,Bono East,DISTRICT6589,4,7134,1318,3367,1017,1150,FAC8976
2021,Bono East,DISTRICT6589,1,7239,657,3483,1486,1700,FAC6626
2021,Bono East,DISTRICT6589,2,8539,985,1694,1887,2135,FAC6626
2021,Bono East,DISTRICT6589,3,7867,641,4573,775,3677,FAC6626
2021,Bono East,DISTRICT6589,4,1872,561,2572,681,3918,FAC6626
2021,Bono East,DISTRICT6589,1,6912,1957,3364,1971,3759,FAC4382
2021,Bono East,DISTRICT6589,2,7109,1484,1711,1936,1693,FAC4382
2021,Bono East,DISTRICT6589,3,1823,781,3854,1246,2115,FAC4382
2021,Bono East,DISTRICT6589,4,5346,746,889,1921,2873,FAC4382
2021,Bono East,DISTRICT4334,1,6690,624,2179,1994,4203,FAC9841
2021,Bono East,DISTRICT4334,2,9579,1004,3357,676,1551,FAC9841
2021,Bono East,DISTRICT4334,3,7601,658,1417,893,2580,FAC9841
2021,Bono East,DISTRICT4334,4,2813,1840,2517,1559,3112,FAC9841
2021,Bono East,DISTRICT3686,1,8510,1564,4402,1925,959,FAC9661
2021,Bono East,DISTRICT3686,2,2546,1754,3696,1070,4271,FAC9661
2021,Bono East,DISTRICT3686,3,1627,897,3421,1928,2701,FAC9661
2021,Bono East,DISTRICT3686,4,7130,998,2481,1278,1707,FAC9661
2021,Bono East,DISTRICT3686,1,7539,1369,4972,1117,1673,FAC3961
2021,Bono East,DISTRICT3686,2,7123,865,2176,1593,1776,FAC3961
2021,Bono East,DISTRICT3686,3,9709,1356,3787,1365,1096,FAC3961
2021,Bono East,DISTRICT3686,4,9349,1797,3889,1774,2603,FAC3961
2021,Oti,DISTRICT9121,1,4008,539,1817,654,3228,FAC6149
2021,Oti,DISTRICT9121,2,6033,968,1859,1766,1101,FAC6149
2021,Oti,DISTRICT9121,3,4071,1620,3528,1126,2298,FAC6149
2021,Oti,DISTRICT9121,4,4248,1129,1079,1565,4562,FAC6149
2021,Oti,DISTRICT9121,1,2847,664,979,1602,4341,FAC1913
2021,Oti,DISTRICT9121,2,1415,959,2363,1217,3297,FAC1913
2021,Oti,DISTRICT9121,3,7630,1918,3976,1940,980,FAC1913
2021,Oti,DISTRICT9121,4,9512,1332,2344,1326,2986,FAC1913
2021,Oti,DISTRICT9121,1,1080,1358,2460,1412,4588,FAC7525
2021,Oti,DISTRICT9121,2,7287,506,1747,1967,1720,FAC7525
2021,Oti,DISTRICT9121,3,6609,853,3338,1729,811,FAC7525
2021,Oti,DISTRICT9121,4,4851,583,2182,1037,3315,FAC7525
2021,Oti,DISTRICT9121,1,8860,1166,3455,1035,1593,FAC210
2021,Oti,DISTRICT9121,2,6454,1102,2298,1444,1417,FAC210
2021,Oti,DISTRICT9121,3,7133,1461,4942,997,4409,FAC210
2021,Oti,DISTRICT9121,4,5925,972,3761,1992,2068,FAC210
2021,Ahafo,DISTRICT3265,1,1983,1509,1442,876,3974,FAC120
2021,Ahafo,DISTRICT3265,2,5060,1589,1061,1064,4549,FAC120
2021,Ahafo,DISTRICT3265,3,3573,1061,3110,605,4890,FAC120
2021,Ahafo,DISTRICT3265,4,8496,1444,1191,1461,3813,FAC120
2021,Ahafo,DISTRICT3265,1,2272,1069,2172,1156,4031,FAC5335
2021,Ahafo,DISTRICT3265,2,5469,1293,1956,1393,4138,FAC5335
2021,Ahafo,DISTRICT3265,3,9335,996,2773,1699,2413,FAC5335
2021,Ahafo,DISTRICT3265,4,7997,1590,4456,780,2073,FAC5335
2021,Ahafo,DISTRICT3265,1,4738,1203,2814,1025,4303,FAC5598
2021,Ahafo,DISTRICT3265,2,5298,1014,3610,1735,1773,FAC5598
2021,Ahafo,DISTRICT3265,3,8175,1164,3301,1235,2775,FAC5598
2021,Ahafo,DISTRICT3265,4,3285,1678,1815,1928,4941,FAC5598
2021,Ahafo,DISTRICT5739,1,5432,848,994,668,4589,FAC8404
2021,Ahafo,DISTRICT5739,2,6328,574,1903,1592,4051,FAC8404
2021,Ahafo,DISTRICT5739,3,4549,1065,1558,855,2846,FAC8404
2021,Ahafo,DISTRICT5739,4,3800,1876,1791,1565,4387,FAC8404
2021,Ahafo,DISTRICT5739,1,5459,1590,3185,1381,2604,FAC100
2021,Ahafo,DISTRICT5739,2,2055,1034,4424,779,3827,FAC100
2021,Ahafo,DISTRICT5739,3,6856,1552,2411,728,1655,FAC100
2021,Ahafo,DISTRICT5739,4,7093,1162,3893,1299,2498,FAC100
2021,Ahafo,DISTRICT8024,1,3406,787,1028,1149,1721,FAC8203
2021,Ahafo,DISTRICT8024,2,2722,1365,4751,1798,2783,FAC8203
2021,Ahafo,DISTRICT8024,3,9912,1488,3796,812,1228,FAC8203
2021,Ahafo,DISTRICT8024,4,8610,1704,3742,669,4855,FAC8203
2021,Ahafo,DISTRICT8024,1,3790,560,3104,1245,1929,FAC8566
2021,Ahafo,DISTRICT8024,2,3180,1169,1188,1099,3796,FAC8566
2021,Ahafo,DISTRICT8024,3,9638,562,2076,1093,3942,FAC8566
2021,Ahafo,DISTRICT8024,4,2235,1419,2601,901,4764,FAC8566
2021,Ahafo,DISTRICT8024,1,4446,1250,1991,847,1304,FAC2796
2021,Ahafo,DISTRICT8024,2,6860,585,2828,1672,3236,FAC2796
2021,Ahafo,DISTRICT8024,3,8684,1762,4597,1465,2578,FAC2796
2021,Ahafo,DISTRICT8024,4,3586,924,2003,1765,3131,FAC2796
2021,Ahafo,DISTRICT8657,1,3552,1082,3205,1897,3235,FAC6810
2021,Ahafo,DISTRICT8657,2,2960,512,1510,1222,1936,FAC6810
2021,Ahafo,DISTRICT8657,3,4893,822,1083,1467,3503,FAC6810
2021,Ahafo,DISTRICT8657,4,2720,1779,3687,585,4303,FAC6810
2021,Ahafo,DISTRICT8657,1,4912,538,3296,795,2504,FAC6759
2021,Ahafo,DISTRICT8657,2,8043,794,2362,1189,877,FAC6759
2021,Ahafo,DISTRICT8657,3,8864,1262,2025,1021,4622,FAC6759
2021,Ahafo,DISTRICT8657,4,6973,1930,4108,615,4163,FAC6759
2021,Ahafo,DISTRICT8657,1,8530,1326,2943,1596,1307,FAC3168
2021,Ahafo,DISTRICT8657,2,2366,1092,3544,1729,4237,FAC3168
2021,Ahafo,DISTRICT8657,3,9332,1283,2589,1729,2738,FAC3168
2021,Ahafo,DISTRICT8657,4,2132,1489,1574,1782,3510,FAC3168
2021,Western North,DISTRICT7231,1,3965,1322,2622,1037,4102,FAC4991
2021,Western North,DISTRICT7231,2,5050,1339,821,1258,2849,FAC4991
2021,Western North,DISTRICT7231,3,7811,699,1901,1354,1602,FAC4991
2021,Western North,DISTRICT7231,4,7754,1068,3278,734,2603,FAC4991
2021,Western North,DISTRICT7231,1,8082,614,4093,1977,3979,FAC4014
2021,Western North,DISTRICT7231,2,6925,1228,3499,1831,3494,FAC4014
2021,Western North,DISTRICT7231,3,5461,1456,1273,575,3341,FAC4014
2021,Western North,DISTRICT7231,4,4974,580,4164,1124,1982,FAC4014
2021,Western North,DISTRICT7231,1,4183,524,1246,882,2871,FAC9194
2021,Western North,DISTRICT7231,2,4504,1132,1340,1640,2758,FAC9194
2021,Western North,DISTRICT7231,3,7654,1822,3093,740,1707,FAC9194
2021,Western North,DISTRICT7231,4,5408,1684,2090,1567,1008,FAC9194
2021,Western North,DISTRICT1827,1,4342,1725,2252,791,2561,FAC5922
2021,Western North,DISTRICT1827,2,6434,1910,1246,1905,2578,FAC5922
2021,Western North,DISTRICT1827,3,9082,995,4486,1003,1846,FAC5922
2021,Western North,DISTRICT1827,4,7271,985,1741,1355,851,FAC5922
2021,Western North,DISTRICT1730,1,3460,724,2195,1804,4305,FAC9250
2021,Western North,DISTRICT1730,2,3153,1240,3772,701,2908,FAC9250
2021,Western North,DISTRICT1730,3,5661,1173,2853,706,862,FAC9250
2021,Western North,DISTRICT1730,4,5911,1330,3099,759,4786,FAC9250
2021,Western North,DISTRICT1026,1,1517,1447,4917,1428,3424,FAC9363
2021,Western North,DISTRICT1026,2,4466,1790,2039,1433,4295,FAC9363
2021,Western North,DISTRICT1026,3,3411,775,1141,586,2105,FAC9363
2021,Western North,DISTRICT1026,4,1576,1523,2891,1136,1436,FAC9363
2021,Western North,DISTRICT1026,1,8455,1723,2693,520,1717,FAC4820
2021,Western North,DISTRICT1026,2,1392,1575,3832,1183,4583,FAC4820
2021,Western North,DISTRICT1026,3,2616,1703,4190,830,2413,FAC4820
2021,Western North,DISTRICT1026,4,4710,1170,1045,734,4960,FAC4820
2021,Western North,DISTRICT5942,1,1785,550,2391,1290,1257,FAC9647
2021,Western North,DISTRICT5942,2,5364,1334,906,1382,1763,FAC9647
2021,Western North,DISTRICT5942,3,2986,1293,4130,1886,3558,FAC9647
2021,Western North,DISTRICT5942,4,6711,791,3050,1160,3715,FAC9647
2021,Western North,DISTRICT5942,1,6231,1957,1793,1655,4394,FAC7606
2021,Western North,DISTRICT5942,2,9375,881,4646,1814,3406,FAC7606
2021,Western North,DISTRICT5942,3,2867,975,3451,1188,3584,FAC7606
2021,Western North,DISTRICT5942,4,3907,1988,1955,526,3468,FAC7606
2021,Western North,DISTRICT5942,1,4049,1773,4422,1007,2188,FAC2244
2021,Western North,DISTRICT5942,2,5352,681,3253,717,1220,FAC2244
2021,Western North,DISTRICT5942,3,4353,715,1127,1023,1180,FAC2244
2021,Western North,DISTRICT5942,4,8762,896,3066,515,4715,FAC2244
2021,Western North,DISTRICT5942,1,6687,1252,2603,1009,4159,FAC3260
2021,Western North,DISTRICT5942,2,8363,1925,4570,687,1357,FAC3260
2021,Western North,DISTRICT5942,3,2923,1268,2412,1766,1383,FAC3260
2021,Western North,DISTRICT5942,4,5871,571,1343,1305,4189,FAC3260
2021,North East,DISTRICT8331,1,1126,1901,4768,1546,3458,FAC6627
2021,North East,DISTRICT8331,2,7616,1984,4152,1061,4385,FAC6627
2021,North East,DISTRICT8331,3,7423,1317,1524,1823,4646,FAC6627
2021,North East,DISTRICT8331,4,9344,1046,2580,824,3947,FAC6627
2021,North East,DISTRICT8331,1,4265,1058,2805,997,3135,FAC3759
2021,North East,DISTRICT8331,2,8450,1161,3259,1707,2719,FAC3759
2021,North East,DISTRICT8331,3,6699,720,3066,1139,2050,FAC3759
2021,North East,DISTRICT8331,4,8900,1326,4634,1997,4123,FAC3759
2021,North East,DISTRICT8331,1,9713,1033,2273,1007,1150,FAC2320
2021,North East,DISTRICT8331,2,4316,587,3463,1450,1001,FAC2320
2021,North East,DISTRICT8331,3,2697,1069,2367,1943,4006,FAC2320
2021,North East,DISTRICT8331,4,8108,1008,4267,620,2892,FAC2320
2021,North East,DISTRICT8331,1,9146,1735,3899,506,3369,FAC459
2021,North East,DISTRICT8331,2,3563,1368,2387,1827,1893,FAC459
2021,North East,DISTRICT8331,3,3294,1489,1098,970,1063,FAC459
2021,North East,DISTRICT8331,4,1118,1636,3919,1938,4733,FAC459
2021,North East,DISTRICT3651,1,3591,710,3138,1819,4915,FAC6158
2021,North East,DISTRICT3651,2,8663,1966,2754,867,922,FAC6158
2021,North East,DISTRICT3651,3,6674,1639,4513,1329,3487,FAC6158
2021,North East,DISTRICT3651,4,7226,1498,2729,1044,4350,FAC6158
2021,North East,DISTRICT3651,1,7367,769,4840,1939,3217,FAC3799
2021,North East,DISTRICT3651,2,4356,823,2819,561,2950,FAC3799
2021,North East,DISTRICT3651,3,9238,1576,3959,1943,2619,FAC3799
2021,North East,DISTRICT3651,4,2273,992,2926,1080,3155,FAC3799
2021,North East,DISTRICT3651,1,4270,1593,4203,951,4585,FAC6524
2021,North East,DISTRICT3651,2,7660,1634,2546,763,2357,FAC6524
2021,North East,DISTRICT3651,3,1042,1140,956,717,2258,FAC6524
2021,North East,DISTRICT3651,4,2377,724,2194,1233,4949,FAC6524
2021,North East,DISTRICT3651,1,6000,1042,2485,1501,3074,FAC6654
2021,North East,DISTRICT3651,2,7693,1601,2404,1080,1067,FAC6654
2021,North East,DISTRICT3651,3,4695,1645,2879,1600,4897,FAC6654
2021,North East,DISTRICT3651,4,4452,1667,2558,1969,1232,FAC6654
2021,North East,DISTRICT3651,1,1968,868,3814,1323,996,FAC8660
2021,North East,DISTRICT3651,2,5731,1172,4480,1375,1558,FAC8660
2021,North East,DISTRICT3651,3,4998,812,1563,1338,1333,FAC8660
2021,North East,DISTRICT3651,4,5463,1365,4777,1604,1879,FAC8660
2021,North East,DISTRICT9756,1,9339,1927,2525,1512,1873,FAC9900
2021,North East,DISTRICT9756,2,4245,1114,4628,1598,3255,FAC9900
2021,North East,DISTRICT9756,3,6857,568,2932,829,1727,FAC9900
2021,North East,DISTRICT9756,4,4958,1942,3329,1852,2566,FAC9900
2021,North East,DISTRICT6884,1,3568,1745,4746,1671,2017,FAC8560
2021,North East,DISTRICT6884,2,8709,928,2087,1306,4219,FAC8560
2021,North East,DISTRICT6884,3,2394,555,1946,1333,3870,FAC8560
2021,North East,DISTRICT6884,4,4141,674,2077,567,1547,FAC8560
2021,North East,DISTRICT6884,1,4548,1164,3995,949,996,FAC2346
2021,North East,DISTRICT6884,2,1686,1158,1452,1307,1845,FAC2346
2021,North East,DISTRICT6884,3,9796,779,3366,1277,4595,FAC2346
2021,North East,DISTRICT6884,4,4599,559,1169,1198,3652,FAC2346
2021,North East,DISTRICT6884,1,9289,1603,2055,553,1037,FAC4095
2021,North East,DISTRICT6884,2,9958,1356,942,1898,3373,FAC4095
2021,North East,DISTRICT6884,3,4843,673,2141,1488,4206,FAC4095
2021,North East,DISTRICT6884,4,3334,968,1795,914,2320,FAC4095
2021,North East,DISTRICT6884,1,6579,1273,1343,1870,2297,FAC5093
2021,North East,DISTRICT6884,2,7465,712,2729,1465,4780,FAC5093
2021,North East,DISTRICT6884,3,9327,925,2109,1277,3973,FAC5093
2021,North East,DISTRICT6884,4,7273,1624,3238,1070,2154,FAC5093
2021,North East,DISTRICT6884,1,5539,1262,4678,827,1513,FAC4474
2021,North East,DISTRICT6884,2,4295,1912,2664,1861,4595,FAC4474
2021,North East,DISTRICT6884,3,5279,713,4475,1362,4906,FAC4474
2021,North East,DISTRICT6884,4,9412,840,3860,704,4206,FAC4474
2021,North East,DISTRICT6920,1,2722,1226,927,1430,1308,FAC8599
2021,North East,DISTRICT6920,2,9378,1347,2252,846,3528,FAC8599
2021,North East,DISTRICT6920,3,2386,1390,2040,1802,3695,FAC8599
2021,North East,DISTRICT6920,4,8452,1050,3157,1418,2068,FAC8599
2022,Ashanti,DISTRICT4566,1,6727,586,1861,1745,2117,FAC2340
2022,Ashanti,DISTRICT4566,2,2461,1493,2038,1820,4094,FAC2340
2022,Ashanti,DISTRICT4566,3,3048,1582,3846,503,1629,FAC2340
2022,Ashanti,DISTRICT4566,4,2488,1854,3772,1066,4424,FAC2340
2022,Ashanti,DISTRICT4566,1,6399,1294,918,970,4045,FAC3618
2022,Ashanti,DISTRICT4566,2,5575,1124,3724,1164,813,FAC3618
2022,Ashanti,DISTRICT4566,3,1615,983,1018,1356,2736,FAC3618
2022,Ashanti,DISTRICT4566,4,1121,1449,4124,1901,3324,FAC3618
2022,Ashanti,DISTRICT4566,1,7078,1362,3603,743,2990,FAC3985
2022,Ashanti,DISTRICT4566,2,8068,1068,1436,1020,2109,FAC3985
2022,Ashanti,DISTRICT4566,3,8515,693,2825,1656,3900,FAC3985
2022,Ashanti,DISTRICT4566,4,6951,1769,2223,1757,2981,FAC3985
2022,Ashanti,DISTRICT4566,1,2129,1486,3057,1636,3350,FAC2992
2022,Ashanti,DISTRICT4566,2,9958,1020,3009,1241,1173,FAC2992
2022,Ashanti,DISTRICT4566,3,6592,1338,3414,1370,963,FAC2992
2022,Ashanti,DISTRICT4566,4,2938,983,2452,1883,3643,FAC2992
2022,Ashanti,DISTRICT5128,1,9155,1380,1460,927,4544,FAC3672
2022,Ashanti,DISTRICT5128,2,8787,1300,3157,929,2887,FAC3672
2022,Ashanti,DISTRICT5128,3,3821,1065,4096,1291,1375,FAC3672
2022,Ashanti,DISTRICT5128,4,8083,653,2821,541,1601,FAC3672
2022,Ashanti,DISTRICT5128,1,4517,1530,2540,1245,2404,FAC8642
2022,Ashanti,DISTRICT5128,2,1384,1287,2307,1526,4128,FAC8642
2022,Ashanti,DISTRICT5128,3,7382,1960,805,971,840,FAC8642
2022,Ashanti,DISTRICT5128,4,5157,1671,1846,1553,4628,FAC8642
2022,Brong Ahafo,DISTRICT6762,1,4500,623,1934,1207,1753,FAC5045
2022,Brong Ahafo,DISTRICT6762,2,3851,845,1786,684,1923,FAC5045
2022,Brong Ahafo,DISTRICT6762,3,1006,1894,1980,1938,808,FAC5045
2022,Brong Ahafo,DISTRICT6762,4,2430,736,4420,1024,4890,FAC5045
2022,Brong Ahafo,DISTRICT6762,1,3101,1322,4698,612,4725,FAC195
2022,Brong Ahafo,DISTRICT6762,2,3130,931,2954,711,2312,FAC195
2022,Brong Ahafo,DISTRICT6762,3,8356,1420,4274,1363,3937,FAC195
2022,Brong Ahafo,DISTRICT6762,4,6175,1458,4524,659,2175,FAC195
2022,Brong Ahafo,DISTRICT7573,1,9008,536,4546,1706,1746,FAC6146
2022,Brong Ahafo,DISTRICT7573,2,1584,560,3933,1938,2911,FAC6146
2022,Brong Ahafo,DISTRICT7573,3,6278,904,1235,523,4577,FAC6146
2022,Brong Ahafo,DISTRICT7573,4,3461,658,3947,754,2963,FAC6146
2022,Brong Ahafo,DISTRICT7573,1,3409,516,4733,1742,1708,FAC3898
2022,Brong Ahafo,DISTRICT7573,2,4563,1048,3930,1282,4452,FAC3898
2022,Brong Ahafo,DISTRICT7573,3,7767,1179,2317,1700,1318,FAC3898
2022,Brong Ahafo,DISTRICT7573,4,1783,613,3135,1876,2869,FAC3898
2022,Brong Ahafo,DISTRICT7573,1,2961,1863,2169,785,962,FAC3156
2022,Brong Ahafo,DISTRICT7573,2,1414,1721,2852,804,3520,FAC3156
2022,Brong Ahafo,DISTRICT7573,3,3478,1134,4950,1867,2557,FAC3156
2022,Brong Ahafo,DISTRICT7573,4,2360,1421,4473,857,2448,FAC3156
2022,Brong Ahafo,DISTRICT7111,1,5412,1450,3454,1703,2674,FAC9114
2022,Brong Ahafo,DISTRICT7111,2,2117,1892,2998,729,2456,FAC9114
2022,Brong Ahafo,DISTRICT7111,3,3835,1230,4595,1703,3632,FAC9114
2022,Brong Ahafo,DISTRICT7111,4,2030,1239,3708,610,1426,FAC9114
2022,Brong Ahafo,DISTRICT7111,1,4713,1685,4192,1423,2734,FAC2499
2022,Brong Ahafo,DISTRICT7111,2,1530,625,2538,1991,1551,FAC2499
2022,Brong Ahafo,DISTRICT7111,3,1731,1296,2354,1295,4979,FAC2499
2022,Brong Ahafo,DISTRICT7111,4,1482,1138,2208,821,2490,FAC2499
2022,Brong Ahafo,DISTRICT7111,1,7721,1878,1021,613,3549,FAC7908
2022,Brong Ahafo,DISTRICT7111,2,1572,1101,2256,1873,1042,FAC7908
2022,Brong Ahafo,DISTRICT7111,3,8548,1097,1539,920,2895,FAC7908
2022,Brong Ahafo,DISTRICT7111,4,7646,1533,3383,1170,3103,FAC7908
2022,Brong Ahafo,DISTRICT7111,1,1361,527,1915,568,4280,FAC7564
2022,Brong Ahafo,DISTRICT7111,2,4790,1652,2893,1957,4542,FAC7564
2022,Brong Ahafo,DISTRICT7111,3,6984,679,4922,733,1438,FAC7564
2022,Brong Ahafo,DISTRICT7111,4,7764,1861,3527,994,973,FAC7564
2022,Brong Ahafo,DISTRICT7111,1,1376,1215,3503,1605,3480,FAC296
2022,Brong Ahafo,DISTRICT7111,2,2490,1154,2302,1283,4292,FAC296
2022,Brong Ahafo,DISTRICT7111,3,5337,1795,1841,978,1378,FAC296
2022,Brong Ahafo,DISTRICT7111,4,4703,1287,4322,1623,1522,FAC296
2022,Central,DISTRICT6384,1,2887,1520,1186,771,1033,FAC7524
2022,Central,DISTRICT6384,2,6421,1336,2504,1392,2581,FAC7524
2022,Central,DISTRICT6384,3,6415,684,3566,1415,4697,FAC7524
2022,Central,DISTRICT6384,4,4365,882,4602,703,4089,FAC7524
2022,Central,DISTRICT6384,1,8373,1539,3218,1353,4052,FAC5320
2022,Central,DISTRICT6384,2,7415,1760,1553,1116,4602,FAC5320
2022,Central,DISTRICT6384,3,5398,1740,4937,1425,1481,FAC5320
2022,Central,DISTRICT6384,4,1359,1811,4684,1933,2802,FAC5320
2022,Central,DISTRICT6384,1,1335,1827,922,1126,2034,FAC2238
2022,Central,DISTRICT6384,2,9750,895,1783,560,4545,FAC2238
2022,Central,DISTRICT6384,3,3887,569,2499,1504,3124,FAC2238
2022,Central,DISTRICT6384,4,3088,529,4410,1133,4134,FAC2238
2022,Central,DISTRICT3598,1,1837,1542,3209,1304,3553,FAC5467
2022,Central,DISTRICT3598,2,7784,1203,850,602,1317,FAC5467
2022,Central,DISTRICT3598,3,4796,1998,961,1582,4661,FAC5467
2022,Central,DISTRICT3598,4,8641,866,2664,1941,1439,FAC5467
2022,Central,DISTRICT3598,1,2209,1152,2601,1711,4843,FAC6199
2022,Central,DISTRICT3598,2,4269,539,2880,1650,3390,FAC6199
2022,Central,DISTRICT3598,3,5227,1599,978,579,2904,FAC6199
2022,Central,DISTRICT3598,4,5466,1469,4131,1200,3607,FAC6199
2022,Central,DISTRICT3929,1,1448,523,4996,806,1257,FAC2010
2022,Central,DISTRICT3929,2,9032,1796,2566,600,2173,FAC2010
2022,Central,DISTRICT3929,3,3536,1418,4940,692,4119,FAC2010
2022,Central,DISTRICT3929,4,1680,1535,4011,1424,3156,FAC2010
2022,Central,DISTRICT3929,1,7584,1503,2647,820,3281,FAC6443
2022,Central,DISTRICT3929,2,7417,1564,4242,932,2910,FAC6443
2022,Central,DISTRICT3929,3,7268,1403,4575,1467,1152,FAC6443
2022,Central,DISTRICT3929,4,8007,1824,3068,1102,2619,FAC6443
2022,Central,DISTRICT3929,1,5303,657,1344,1963,2198,FAC4160
2022,Central,DISTRICT3929,2,9409,500,4839,1038,3643,FAC4160
2022,Central,DISTRICT3929,3,8882,1028,2383,1938,880,FAC4160
2022,Central,DISTRICT3929,4,9300,1578,4547,1713,864,FAC4160
2022,Central,DISTRICT3929,1,9680,1651,4914,1472,3621,FAC8158
2022,Central,DISTRICT3929,2,6919,820,2794,719,3632,FAC8158
2022,Central,DISTRICT3929,3,9862,1919,3172,1762,3743,FAC8158
2022,Central,DISTRICT3929,4,5833,1520,2375,854,3512,FAC8158
2022,Eastern,DISTRICT9774,1,3925,972,2142,573,3606,FAC3874
2022,Eastern,DISTRICT9774,2,9428,1944,1597,749,4741,FAC3874
2022,Eastern,DISTRICT9774,3,8066,1812,2156,1576,3109,FAC3874
2022,Eastern,DISTRICT9774,4,5606,549,833,532,3935,FAC3874
2022,Eastern,DISTRICT9774,1,5490,1368,1501,1186,2646,FAC1799
2022,Eastern,DISTRICT9774,2,5806,825,4828,1743,4254,FAC1799
2022,Eastern,DISTRICT9774,3,3381,1991,3472,1065,1437,FAC1799
2022,Eastern,DISTRICT9774,4,6416,1802,3393,1056,2504,FAC1799
2022,Eastern,DISTRICT9774,1,5521,650,4115,1942,1869,FAC6589
2022,Eastern,DISTRICT9774,2,7449,1071,961,626,1129,FAC6589
2022,Eastern,DISTRICT9774,3,8432,632,1430,590,3239,FAC6589
2022,Eastern,DISTRICT9774,4,4982,1285,4981,1092,1177,FAC6589
2022,Eastern,DISTRICT9774,1,7321,1242,3543,1710,1547,FAC6810
